accel_X,accel_Y,accel_Z,gyro_X,gyro_Y,gyro_Z
-0.632,-0.125,-0.768,5.676,1.587,-1.282
-0.635,-0.116,-0.757,3.479,0.183,-5.737
-0.639,-0.112,-0.719,-10.864,-21.24,5.981
-0.615,-0.125,-0.784,-1.831,1.77,1.16
-0.591,-0.127,-0.672,4.15,6.042,-5.005
-0.631,-0.104,-0.769,-3.967,-2.319,3.418
-0.625,-0.08,-0.78,0.977,2.747,0.366
-0.633,-0.09,-0.772,-0.916,-0.061,-1.648
-0.605,-0.059,-0.837,-6.104,-5.737,3.296
-0.624,-0.092,-0.771,2.014,-2.075,-2.136
-0.611,-0.091,-0.761,1.099,0.122,-2.563
-0.62,-0.072,-0.763,3.906,-6.836,-2.014
-0.631,-0.073,-0.794,1.343,0.61,-0.793
-0.635,-0.071,-0.79,0.0,-2.563,-1.587
-0.623,-0.093,-0.775,1.099,-0.916,-2.319
-0.623,-0.09,-0.802,1.282,3.479,-2.686
-0.629,-0.092,-0.765,4.15,-5.92,-0.732
-0.621,-0.101,-0.773,2.441,-0.488,-2.075
-0.631,-0.106,-0.783,-0.122,-0.122,-1.465
-0.651,-0.098,-0.86,11.475,8.85,-2.197
-0.658,-0.099,-0.824,4.578,2.563,-1.709
-0.689,-0.081,-0.82,8.057,6.714,-1.526
-0.653,-0.082,-0.785,-1.404,-2.93,-0.244
-0.649,-0.099,-0.772,0.671,0.305,-1.709
-0.643,-0.088,-0.762,1.16,0.854,-1.587
-0.648,-0.079,-0.755,2.686,0.427,-1.526
-0.666,-0.082,-0.832,7.629,8.85,-3.601
-0.644,-0.088,-0.773,1.16,-0.549,-1.587
-0.646,-0.093,-0.776,-0.061,-1.404,-2.38
-0.645,-0.089,-0.761,0.244,-0.183,-0.244
-0.619,-0.099,-0.757,-0.916,-5.432,0.671
-0.64,-0.092,-0.755,0.122,-2.136,-1.526
-0.647,-0.092,-0.76,0.549,-1.465,-1.77
-0.644,-0.097,-0.762,7.507,9.46,-3.052
-0.649,-0.103,-0.816,-3.54,3.113,-0.61
-0.646,-0.094,-0.769,0.916,-0.122,-2.014
-0.626,-0.105,-0.753,3.906,-4.395,-4.028
-0.655,-0.095,-0.771,0.061,1.099,-1.587
-0.662,-0.097,-0.805,-3.113,-0.61,-1.465
-0.625,-0.097,-0.746,-1.587,0.977,0.854
-0.641,-0.106,-0.766,0.0,0.183,-1.831
-0.643,-0.097,-0.772,-0.977,-0.427,-1.648
-0.667,-0.058,-0.636,-14.587,-23.376,-0.549
-0.706,-0.083,-0.796,-4.517,0.488,1.587
-0.64,-0.085,-0.777,0.61,-0.671,-2.136
-0.635,-0.068,-0.807,0.061,-1.099,-6.165
-0.631,-0.089,-0.74,-1.709,-3.235,-1.77
-0.637,-0.086,-0.789,-1.587,0.305,-1.404
-0.639,-0.075,-0.79,1.465,-0.061,-0.793
-0.618,-0.084,-0.759,2.075,1.892,-1.16
-0.635,-0.079,-0.78,-0.122,-1.526,-2.197
-0.632,-0.084,-0.758,6.348,-11.963,-0.732
-0.654,-0.083,-0.776,-2.258,3.479,-2.014
-0.648,-0.11,-0.776,3.54,1.892,-4.822
-0.677,-0.093,-0.721,-2.93,-7.507,0.122
-0.647,-0.126,-0.773,0.488,-1.404,-2.014
-0.661,-0.12,-0.828,-0.549,-4.211,1.892
-0.632,-0.141,-0.756,-15.015,5.981,-2.563
-0.647,-0.146,-0.725,-0.244,3.54,-2.869
-0.609,-0.126,-0.669,11.78,-1.526,-6.592
-0.679,-0.133,-0.807,9.888,-1.587,-2.319
-0.649,-0.13,-0.77,1.099,-0.793,-2.075
-0.641,-0.108,-0.755,-10.803,13.0,-2.197
-0.6,-0.096,-0.809,-0.488,-4.028,5.127
-0.636,-0.074,-0.826,4.333,5.737,1.221
-0.581,-0.045,-0.85,-0.916,-0.916,2.136
-0.63,-0.078,-0.778,-1.16,-4.089,-1.343
-0.654,-0.056,-0.65,-11.108,-5.737,-2.93
-0.642,-0.068,-0.776,0.671,-0.061,-1.343
-0.639,-0.066,-0.76,-0.916,-0.305,-1.587
-0.621,-0.065,-0.756,1.221,-5.798,-1.038
-0.641,-0.068,-0.771,1.404,-0.854,-1.831
-0.658,-0.06,-0.745,1.282,-6.836,-2.075
-0.649,-0.073,-0.776,-1.404,-0.488,-1.465
-0.64,-0.065,-0.744,2.014,-8.667,-2.686
-0.633,-0.077,-0.743,11.536,-7.141,-6.165
-0.632,-0.08,-0.786,-1.038,-0.61,-1.953
-0.629,-0.076,-0.743,4.211,6.409,-0.549
-0.606,-0.065,-0.793,2.075,-4.944,-1.16
-0.651,-0.062,-0.864,10.986,15.503,-1.587
-0.619,-0.069,-0.796,0.061,1.343,-1.831
-0.591,-0.053,-0.859,-3.174,-1.465,-0.671
-0.617,-0.075,-0.781,-5.92,1.77,-2.38
-0.657,-0.058,-0.88,2.319,2.502,-1.831
-0.595,-0.084,-0.748,-25.635,-23.804,-5.859
-0.622,-0.063,-0.756,-2.93,-0.488,-2.258
-0.627,-0.062,-0.776,0.793,-1.099,-0.671
-0.637,-0.076,-0.801,-2.441,-12.207,-2.625
-0.633,-0.063,-0.784,-1.526,3.54,-0.061
-0.625,-0.051,-0.796,-4.761,-0.488,-0.977
-0.631,-0.045,-0.79,-2.014,-0.244,-1.892
-0.624,-0.036,-0.795,1.282,3.113,-1.404
-0.613,-0.033,-0.793,2.136,0.061,-2.197
-0.622,-0.029,-0.793,-0.061,-0.122,-1.404
-0.609,-0.006,-0.747,3.845,-1.892,-4.944
-0.629,-0.036,-0.68,-3.418,-5.737,-4.028
-0.626,-0.068,-0.802,-2.075,-6.409,-3.113
-0.614,-0.051,-0.76,5.188,-0.793,-2.686
-0.635,-0.051,-0.775,4.822,1.648,-1.404
-0.629,-0.052,-0.776,2.38,-2.869,-1.465
-0.627,-0.055,-0.777,0.305,-0.488,-2.136
-0.629,-0.055,-0.785,2.991,-0.488,-1.709
-0.63,-0.06,-0.792,0.305,0.916,-1.038
-0.622,-0.057,-0.776,1.221,-0.061,-1.465
-0.614,-0.057,-0.757,-1.953,1.77,-3.784
-0.611,-0.048,-0.747,-2.319,-5.432,-1.282
-0.663,-0.037,-0.818,8.667,10.254,1.038
-0.656,-0.069,-0.702,-18.494,-8.362,-2.808
-0.621,-0.055,-0.777,1.038,-0.793,-2.38
-0.632,-0.054,-0.782,-0.244,0.793,-0.671
-0.619,-0.061,-0.773,-4.15,-2.258,-0.427
-0.612,-0.045,-0.749,10.376,2.563,-0.977
-0.609,-0.044,-0.782,0.122,-1.892,-2.136
-0.606,-0.053,-0.783,-0.305,-1.465,-1.221
-0.616,-0.06,-0.779,1.709,-1.404,-1.587
-0.611,-0.051,-0.756,3.845,0.671,0.183
-0.615,-0.057,-0.782,-1.282,-2.502,-1.16
-0.614,-0.06,-0.775,2.869,-4.395,-2.014
-0.631,-0.074,-0.833,-0.61,4.089,0.732
-0.62,-0.071,-0.783,2.197,-5.127,-1.404
-0.648,-0.075,-0.785,1.526,-7.141,0.122
-0.658,-0.084,-0.811,-2.075,0.183,-0.366
-0.621,-0.064,-0.843,-0.183,-3.113,0.671
-0.635,-0.103,-0.776,-6.042,2.319,-3.174
-0.635,-0.067,-0.698,-1.099,-9.216,-3.052
-0.617,-0.103,-0.73,9.888,16.174,-4.578
-0.641,-0.044,-0.797,7.812,-0.305,-0.244
-0.629,-0.064,-0.787,2.625,-4.211,-1.221
-0.664,-0.061,-0.846,11.292,12.39,-1.465
-0.641,-0.067,-0.778,-2.502,0.183,-1.831
-0.633,-0.081,-0.773,3.662,0.488,-1.648
-0.633,-0.072,-0.778,-1.282,-0.793,-1.648
-0.632,-0.069,-0.776,1.038,0.427,-1.587
-0.627,-0.07,-0.776,-1.099,0.488,-1.465
-0.632,-0.065,-0.768,2.747,1.526,-2.197
-0.635,-0.07,-0.773,-0.488,-1.77,-1.892
-0.633,-0.088,-0.691,-13.55,-16.174,-3.235
-0.638,-0.076,-0.766,0.793,-0.488,-2.38
-0.635,-0.071,-0.764,2.808,3.662,-1.953
-0.631,-0.066,-0.759,1.282,0.977,-0.977
-0.627,-0.082,-0.745,-14.526,-22.217,-3.662
-0.649,-0.079,-0.786,2.197,-2.747,-1.831
-0.662,-0.077,-0.797,4.211,9.094,0.488
-0.668,-0.06,-0.755,5.92,3.357,-0.427
-0.651,-0.069,-0.783,-0.977,-0.366,-1.221
-0.657,-0.07,-0.762,9.521,4.822,-0.244
-0.643,-0.083,-0.749,-0.671,-2.197,-1.648
-0.645,-0.084,-0.759,0.977,-1.343,-1.587
-0.68,-0.077,-0.78,6.409,6.104,0.854
-0.673,-0.078,-0.782,0.732,0.488,-1.221
-0.638,-0.095,-0.756,-13.306,-15.259,-1.77
-0.692,-0.085,-0.777,-0.549,-1.526,-2.441
-0.669,-0.063,-0.741,-8.057,-14.282,4.517
-0.67,-0.049,-0.678,-10.742,-1.831,-1.343
-0.696,-0.054,-0.759,5.676,1.099,-1.77
-0.685,-0.047,-0.749,0.366,-1.831,-0.732
-0.691,-0.03,-0.762,7.935,0.305,-2.136
-0.69,-0.05,-0.744,2.869,1.648,-1.953
-0.686,-0.05,-0.834,-6.287,6.592,1.77
-0.67,-0.054,-0.774,1.953,1.282,-1.709
-0.661,-0.056,-0.768,0.366,1.038,-1.465
-0.658,-0.069,-0.66,-32.104,-13.672,-3.052
-0.653,-0.062,-0.766,-1.099,0.977,-1.16
-0.657,-0.063,-0.76,-0.854,-0.427,-0.854
-0.649,-0.059,-0.759,0.61,-1.221,-1.831
-0.659,-0.057,-0.759,1.221,-0.793,-2.136
-0.66,-0.063,-0.762,0.671,-0.366,-1.648
-0.658,-0.066,-0.758,1.648,-0.244,-1.648
-0.683,-0.052,-0.791,5.92,4.7,-2.686
-0.658,-0.065,-0.759,0.61,-0.427,-2.441
-0.662,-0.065,-0.762,0.916,0.793,-1.709
-0.627,-0.061,-0.743,0.488,0.427,-2.38
-0.664,-0.068,-0.768,0.122,0.244,-1.709
-0.661,-0.068,-0.769,0.122,1.16,-1.465
-0.641,-0.058,-0.729,-0.793,3.601,0.427
-0.638,-0.061,-0.733,-4.944,0.427,-0.977
-0.647,-0.07,-0.749,-0.793,0.122,-1.221
-0.652,-0.054,-0.76,0.183,-0.854,-1.587
-0.65,-0.062,-0.766,-0.244,-1.343,-1.709
-0.63,-0.068,-0.726,0.366,0.305,-1.16
-0.645,-0.062,-0.763,1.221,-0.549,-1.526
-0.651,-0.066,-0.76,1.526,-0.488,-1.831
-0.646,-0.07,-0.812,1.77,0.854,-1.587
-0.643,-0.053,-0.837,-2.502,-5.92,-5.066
-0.674,-0.069,-0.827,6.592,7.69,0.305
-0.653,-0.053,-0.774,1.16,2.747,-1.648
-0.63,-0.054,-0.76,-0.488,-3.784,-1.282
-0.654,-0.057,-0.751,-0.366,-2.686,-2.258
-0.663,-0.056,-0.761,1.221,1.465,-1.526
-0.635,-0.075,-0.753,9.521,-6.104,-7.69
-0.647,-0.074,-0.75,-0.366,-5.127,-1.953
-0.681,-0.084,-0.781,-0.732,-3.845,2.93
-0.673,-0.077,-0.75,0.916,1.404,-1.343
-0.646,-0.097,-0.725,1.831,1.282,-1.404
-0.676,-0.093,-0.727,-4.456,-3.113,-2.747
-0.664,-0.078,-0.729,-7.629,-3.601,-0.305
-0.669,-0.088,-0.671,-19.287,-2.075,1.404
-0.635,-0.076,-0.763,-2.502,-1.77,-5.432
-0.678,-0.062,-0.786,10.132,17.639,-0.305
-0.634,-0.054,-0.673,-3.662,2.441,-2.93
-0.65,-0.057,-0.768,2.014,1.892,-2.502
-0.619,-0.091,-0.64,5.981,-2.319,-3.601
-0.659,-0.04,-0.655,-16.418,-8.118,-2.441
-0.649,-0.039,-0.759,3.357,-4.883,-3.235
-0.649,-0.02,-0.797,-6.104,-1.099,1.648
-0.654,-0.025,-0.772,-0.244,-3.845,-3.052
-0.665,-0.034,-0.759,-0.183,2.563,-2.258
-0.615,-0.057,-0.664,13.672,-0.488,-2.625
-0.613,-0.038,-0.812,-8.911,-1.892,-0.366
-0.651,-0.048,-0.809,-4.333,3.052,-0.916
-0.609,-0.061,-0.729,0.0,1.587,-1.648
-0.643,-0.041,-0.776,2.197,-8.057,-1.648
-0.668,-0.031,-0.778,4.578,6.897,-2.197
-0.654,-0.035,-0.795,2.747,-5.798,-2.563
-0.673,-0.028,-0.738,-4.211,1.16,-3.601
-0.66,-0.03,-0.787,-2.075,-3.967,-2.075
-0.619,-0.074,-0.698,6.775,-12.634,-7.69
-0.634,-0.026,-0.807,-5.066,-0.366,-0.061
-0.651,-0.029,-0.765,-2.197,0.671,-0.366
-0.643,-0.018,-0.767,4.639,2.319,-1.16
-0.614,-0.016,-0.803,3.54,3.174,-0.488
-0.642,-0.037,-0.773,0.732,-2.991,-3.235
-0.628,-0.048,-0.83,-0.61,-15.686,-5.493
-0.652,-0.052,-0.781,-1.038,0.549,-0.854
-0.651,-0.041,-0.768,-0.305,2.197,-1.343
-0.661,-0.07,-0.765,0.183,-3.052,-2.319
-0.642,-0.042,-0.742,-13.0,-7.874,-2.197
-0.659,-0.043,-0.774,1.282,-4.395,-3.54
-0.638,-0.041,-0.741,-0.061,-7.141,-1.404
-0.666,-0.035,-0.784,-4.333,-2.991,-2.258
-0.661,-0.039,-0.718,-5.737,-0.977,-2.136
-0.664,-0.049,-0.779,-1.16,-0.122,-0.916
-0.685,-0.029,-0.794,7.507,12.024,0.0
-0.646,-0.046,-0.789,-1.038,-2.014,-2.197
-0.637,-0.044,-0.763,1.038,2.625,-1.709
-0.647,-0.033,-0.831,-4.944,-1.038,-1.892
-0.642,-0.037,-0.767,0.549,2.747,-0.732
-0.664,-0.026,-0.825,-8.24,8.362,0.854
-0.652,-0.045,-0.817,5.737,2.686,-1.099
-0.662,-0.044,-0.791,0.549,-0.183,-1.526
-0.655,-0.045,-0.778,-2.258,-1.648,-1.648
-0.615,-0.072,-0.705,4.822,-10.864,-5.432
-0.664,-0.039,-0.687,-7.751,-5.432,-1.831
-0.653,-0.047,-0.757,-2.563,-1.221,-1.587
-0.649,-0.039,-0.66,-4.883,-6.836,-2.686
-0.654,-0.04,-0.758,1.465,0.122,-1.343
-0.661,-0.048,-0.769,0.488,-0.122,-1.404
-0.667,-0.046,-0.796,3.357,5.493,-1.16
-0.656,-0.044,-0.765,0.427,0.183,-1.892
-0.672,-0.052,-0.812,6.104,7.935,-1.892
-0.662,-0.034,-0.712,-10.254,0.244,0.305
-0.659,-0.039,-0.766,-2.197,-1.648,-1.038
-0.641,-0.065,-0.726,2.93,-0.977,-3.479
-0.641,-0.052,-0.738,2.991,-2.014,-3.113
-0.646,-0.053,-0.74,0.671,-0.122,-1.526
-0.65,-0.039,-0.812,-0.488,-2.319,-1.587
-0.674,-0.034,-0.801,6.348,10.559,-1.892
-0.672,-0.041,-0.743,-1.038,-5.737,-2.136
-0.663,-0.034,-0.706,-7.263,-2.38,-0.854
-0.659,-0.047,-0.802,-5.859,5.554,0.793
-0.656,-0.037,-0.731,0.305,2.197,-2.197
-0.643,-0.042,-0.754,-1.526,-3.357,-1.953
-0.679,-0.048,-0.79,9.46,10.132,-1.77
-0.607,-0.028,-0.813,-6.592,-6.226,-0.977
-0.639,-0.045,-0.76,1.892,0.183,-1.953
-0.64,-0.046,-0.758,-1.404,-1.709,-2.38
-0.626,-0.045,-0.818,2.441,-2.319,-1.709
-0.658,-0.047,-0.754,1.953,4.883,-0.61
-0.654,-0.054,-0.773,3.174,5.737,-0.183
-0.637,-0.044,-0.747,1.953,1.16,-2.808
-0.669,-0.023,-0.785,9.094,5.615,-0.488
-0.645,-0.04,-0.765,3.418,-0.122,-1.587
-0.64,-0.044,-0.776,1.099,-0.854,-1.77
-0.633,-0.047,-0.762,1.953,-9.155,-1.831
-0.637,-0.051,-0.744,0.916,0.732,-1.77
-0.643,-0.044,-0.771,1.404,-1.465,-1.892
-0.644,-0.044,-0.782,-1.282,4.211,-3.052
-0.683,-0.022,-0.811,4.456,11.658,0.244
-0.636,-0.024,-0.757,0.671,-0.488,-1.709
-0.659,-0.03,-0.775,3.479,-0.916,-2.502
-0.692,-0.033,-0.809,9.521,9.094,-0.854
-0.729,-0.047,-0.844,-6.958,-0.366,0.793
-0.697,-0.044,-0.765,-9.827,2.747,4.761
-0.644,-0.026,-0.724,3.174,1.587,-2.869
-0.631,-0.052,-0.74,7.324,0.427,-2.869
-0.644,-0.047,-0.757,1.404,-17.151,-4.639
-0.703,-0.0,-0.862,11.414,12.024,1.709
-0.651,-0.043,-0.794,-0.671,-1.465,-1.648
-0.643,-0.035,-0.767,2.869,2.136,-2.991
-0.652,-0.04,-0.764,3.357,2.441,-2.563
-0.646,-0.053,-0.761,0.977,-6.104,-1.831
-0.654,-0.051,-0.752,6.165,1.892,-3.357
-0.643,-0.062,-0.802,7.629,2.563,-8.545
-0.651,-0.064,-0.773,1.282,-2.747,-9.216
-0.678,-0.047,-0.746,-3.723,-0.366,-1.404
-0.658,-0.067,-0.801,0.732,0.0,-5.127
-0.635,-0.082,-0.76,4.883,-0.671,-4.211
-0.624,-0.135,-0.642,8.179,-8.179,-5.493
-0.627,-0.078,-0.757,3.906,5.249,-5.371
-0.681,-0.054,-0.723,1.648,-2.625,-1.831
-0.622,-0.105,-0.702,0.916,-9.644,-14.221
-0.62,-0.111,-0.748,-6.775,5.493,0.122
-0.686,-0.112,-0.819,4.578,29.358,1.587
-0.577,-0.098,-0.821,-2.747,-1.831,-1.343
-0.547,-0.116,-0.862,10.071,14.771,-7.263
-0.635,-0.069,-0.738,5.798,-16.907,0.122
-0.573,-0.073,-0.724,-15.198,-12.512,-5.127
-0.59,-0.07,-0.801,-7.202,-2.136,-2.686
-0.649,-0.039,-0.967,-29.602,-5.493,1.099
-0.597,-0.003,-0.739,-2.625,8.24,-5.31
-0.547,0.17,-0.892,-2.686,-65.125,-5.859
-0.635,-0.028,-0.75,3.662,0.732,0.305
-0.657,0.0,-0.743,3.723,14.771,2.38
-0.547,-0.102,-0.407,-6.409,-10.376,-7.385
-0.686,0.006,-0.797,8.362,5.615,-1.16
-0.591,-0.034,-0.796,-33.02,-7.141,6.531
-0.642,-0.0,-0.756,1.526,-6.775,-5.005
-0.647,0.006,-0.758,1.465,4.089,-2.075
-0.642,0.001,-0.785,-0.427,4.456,0.488
-0.624,-0.014,-0.79,10.254,1.404,-1.038
-0.69,-0.011,-0.804,7.935,5.127,-1.953
-0.588,-0.022,-0.709,-3.418,-2.808,-0.488
-0.584,-0.027,-0.733,-6.653,-6.653,0.732
-0.671,0.012,-0.804,7.324,-3.662,-0.366
-0.645,-0.014,-0.737,1.526,-16.785,-2.747
-0.661,0.0,-0.533,-21.79,-31.799,-5.005
-0.648,0.006,-0.865,-12.024,0.977,0.549
-0.671,0.005,-0.772,-5.188,13.794,-3.967
-0.624,-0.057,-0.627,11.23,-7.751,-2.319
-0.649,0.005,-0.821,-13.611,-27.222,0.916
-0.67,0.009,-0.763,13.55,8.789,-3.174
-0.672,-0.007,-0.719,2.747,3.296,-2.197
-0.624,0.021,-0.837,-5.92,-30.518,-4.15
-0.701,-0.037,-0.917,12.939,24.536,0.671
-0.656,-0.012,-0.791,-2.441,1.526,-1.038
-0.632,0.005,-0.739,3.235,-10.559,4.211
-0.7,0.029,-0.777,6.714,1.099,-1.77
-0.644,-0.012,-0.536,-42.969,-81.543,-15.93
-0.666,-0.032,-0.908,14.099,24.109,3.113
-0.632,-0.027,-0.673,-13.55,-8.301,-9.216
-0.64,0.041,-0.684,-9.521,-62.012,-9.338
-0.652,-0.01,-0.78,2.197,2.319,-1.221
-0.754,-0.015,-0.954,29.48,38.147,3.418
-0.621,0.001,-0.776,4.822,1.465,-0.183
-0.65,0.001,-0.644,-2.93,-5.554,-4.028
-0.623,0.012,-0.734,-3.357,8.179,1.343
-0.638,-0.012,-0.727,-5.676,-7.812,-1.465
-0.639,-0.003,-0.76,-2.93,-0.122,0.305
-0.638,0.025,-0.758,-5.981,-1.404,-2.075
-0.627,0.035,-0.788,3.235,1.77,-5.554
-0.633,0.013,-0.775,5.066,2.319,-2.869
-0.631,0.003,-0.702,1.465,-8.972,0.549
-0.661,0.01,-0.766,12.085,-17.944,1.038
-0.559,0.039,-0.649,-43.518,-64.087,-11.78
-0.631,0.014,-0.746,-9.949,-1.038,-1.099
-0.598,0.006,-0.734,16.968,4.517,-2.38
-0.553,0.002,-0.682,-7.874,-5.859,-0.061
-0.633,0.061,-0.804,2.014,-13.794,-2.136
-0.651,0.019,-0.768,23.254,7.69,-2.441
-0.57,0.065,-0.945,1.038,-19.958,-9.949
-0.657,0.077,-0.926,2.869,-16.968,0.61
-0.649,0.007,-0.807,8.362,-2.93,-1.16
-0.597,0.105,-0.941,-0.061,-9.094,0.183
-0.651,-0.015,-0.69,8.301,0.793,-0.488
-0.659,-0.052,-0.712,-14.038,-9.644,-4.883
-0.667,-0.002,-0.747,6.47,24.353,-0.854
-0.633,-0.001,-0.783,1.282,-0.854,-2.441
-0.655,0.014,-0.828,2.563,2.747,0.244
-0.664,0.096,-0.637,-36.804,-101.99,-20.325
-0.655,0.011,-0.828,15.991,17.273,0.732
-0.706,-0.062,-0.38,-73.853,-99.426,-23.865
-0.642,-0.006,-0.765,0.671,8.789,0.854
-0.628,0.02,-0.786,1.709,1.77,-0.916
-0.601,0.018,-0.77,-7.69,-0.305,-1.892
-0.619,0.017,-0.791,-2.563,1.587,-1.099
-0.622,0.023,-0.786,1.343,-4.7,-0.854
-0.654,0.002,-0.938,-16.296,6.714,2.075
-0.617,0.014,-0.824,5.432,1.892,-2.502
-0.648,-0.01,-0.955,15.869,20.996,-0.061
-0.646,-0.057,-0.858,0.305,1.953,-3.906
-0.688,-0.008,-0.854,11.414,10.376,-2.38
-0.589,0.096,-0.859,-21.851,-29.602,-0.488
-0.617,0.011,-0.765,4.639,7.141,-6.714
-0.737,0.025,-0.927,24.109,35.156,3.601
-0.669,-0.081,-0.732,-4.15,7.751,-7.874
-0.602,0.002,-0.687,8.118,-3.601,-3.906
-0.702,0.036,-0.794,29.114,46.448,7.629
-0.671,0.018,-0.729,16.968,23.621,5.371
-0.574,0.099,-1.0,2.075,-20.752,-3.967
-0.669,-0.021,-0.812,20.081,36.438,5.859
-0.61,-0.03,-0.751,-4.089,-1.648,-4.578
-0.608,0.011,-0.747,-3.967,-0.916,-5.676
-0.614,0.0,-0.816,-19.531,-0.183,4.639
-0.639,0.041,-0.597,-18.188,-9.46,-7.263
-0.682,-0.045,-0.846,23.804,17.273,1.587
-0.612,-0.026,-0.82,3.296,2.197,0.061
-0.572,-0.017,-0.669,-6.592,-22.034,-1.465
-0.667,0.026,-0.842,-4.272,1.953,4.089
-0.671,0.001,-0.531,-12.756,-13.0,-8.728
-0.581,-0.065,-0.618,10.925,-17.7,-15.137
-0.641,-0.044,-0.676,12.634,2.563,2.014
-0.636,-0.023,-0.822,3.113,-5.798,1.953
-0.621,0.017,-0.786,-13.55,-30.457,-19.043
-0.643,-0.051,-0.63,3.662,7.751,-0.305
-0.661,-0.024,-0.82,-5.798,10.071,2.075
-0.666,0.007,-0.739,7.385,8.728,-4.15
-0.637,0.014,-0.656,6.348,-9.766,0.305
-0.64,0.001,-0.663,0.0,-2.075,-2.014
-0.62,0.016,-0.669,5.249,-8.484,-1.16
-0.708,0.01,-0.886,29.053,17.761,1.953
-0.665,-0.045,-0.517,-49.988,-63.965,-17.212
-0.628,-0.013,-0.692,-2.502,-0.61,0.488
-0.675,0.01,-0.792,-8.118,-0.793,0.732
-0.666,0.019,-0.783,-7.69,-5.737,-0.061
-0.714,0.024,-0.858,0.366,13.794,2.563
-0.649,0.012,-0.751,-1.587,-2.014,-0.854
-0.724,-0.001,-0.931,11.475,38.269,5.859
-0.688,-0.017,-0.897,10.803,29.053,1.221
-0.596,0.021,-0.809,-15.869,-35.339,-4.089
-0.713,0.001,-0.878,19.104,32.532,2.991
-0.586,0.079,-0.82,1.038,-7.141,3.296
-0.57,0.078,-0.808,10.864,-43.335,-1.77
-0.656,-0.006,-0.818,5.981,-2.319,-3.052
-0.749,0.016,-0.898,10.376,55.969,7.08
-0.664,0.001,-0.786,2.136,5.493,-0.854
-0.666,0.019,-0.682,0.916,2.014,-1.648
-0.68,-0.006,-0.89,4.822,-21.301,-6.714
-0.642,-0.01,-0.746,-5.371,-2.38,-3.479
-0.588,0.031,-0.703,9.521,-12.268,-12.512
-0.694,0.03,-0.826,11.047,3.052,2.747
-0.644,0.017,-0.649,1.709,3.845,3.479
-0.707,0.03,-0.97,12.024,24.963,4.7
-0.636,-0.01,-0.712,-5.554,0.671,-2.075
-0.602,0.0,-0.721,9.338,-3.174,0.061
-0.663,0.003,-0.604,-44.8,-22.4,-7.08
-0.64,-0.041,-0.853,-9.338,7.935,4.333
-0.67,-0.001,-0.855,10.193,6.836,0.366
-0.623,-0.002,-0.674,-38.757,-52.551,-18.066
-0.704,0.014,-0.596,-27.893,-33.081,-11.902
-0.597,0.074,-0.733,3.784,-6.836,-2.319
-0.673,-0.005,-0.693,-1.587,-5.554,-7.263
-0.655,0.006,-0.758,-0.549,5.371,-0.061
-0.636,-0.01,-0.739,3.967,9.155,-0.305
-0.621,-0.025,-0.761,5.005,3.174,-4.639
-0.648,-0.01,-0.742,1.038,4.15,-0.305
-0.642,-0.009,-0.754,1.77,-9.644,-4.517
-0.675,0.005,-0.823,-0.122,4.456,-1.404
-0.63,-0.001,-0.777,-5.798,0.305,1.343
-0.637,0.011,-0.509,-33.508,-26.245,-7.935
-0.638,-0.0,-0.719,-15.32,0.793,-4.578
