accel_X,accel_Y,accel_Z,gyro_X,gyro_Y,gyro_Z
-0.631,-0.018,-0.663,-4.395,-0.183,-6.836
-0.653,0.035,-0.701,-5.554,-8.484,-2.625
-0.658,0.014,-0.762,2.075,5.798,0.61
-0.714,0.001,-0.753,17.334,14.099,-0.183
-0.694,0.044,-0.801,27.527,6.104,1.77
-0.672,-0.028,-0.807,10.132,19.165,3.662
-0.657,0.012,-0.736,-3.662,-4.517,-2.563
-0.62,0.005,-0.609,-32.654,-42.175,-10.071
-0.656,0.018,-0.758,-2.075,-3.479,-3.113
-0.673,0.001,-0.792,4.089,0.549,-1.709
-0.682,-0.016,-0.888,-5.066,8.362,-4.7
-0.635,0.005,-0.806,-1.221,6.287,-0.061
-0.643,0.032,-0.826,1.404,4.944,0.793
-0.686,0.0,-0.516,-35.461,-41.931,-10.559
-0.664,0.009,-0.738,3.967,7.263,-0.61
-0.658,0.013,-0.78,0.977,-0.854,-1.526
-0.641,0.078,-0.901,-0.916,0.549,-0.671
-0.654,0.008,-0.708,-5.31,-3.906,2.38
-0.661,0.002,-0.756,-9.216,-4.211,-2.136
-0.661,0.031,-0.701,1.709,9.338,-7.446
-0.657,0.052,-0.73,2.197,-5.066,-5.31
-0.724,0.098,-0.632,-22.888,-21.606,-5.676
-0.675,0.067,-0.69,-22.156,-5.31,-7.385
-0.64,-0.023,-0.704,1.038,-36.011,-11.658
-0.729,0.018,-0.731,14.465,21.667,5.249
-0.684,0.008,-0.8,9.644,20.813,5.981
-0.677,0.02,-0.799,3.906,15.747,3.235
-0.666,0.005,-0.757,12.39,12.39,-4.7
-0.637,0.112,-0.945,-5.615,-15.625,-1.892
-0.616,0.018,-0.929,-19.165,5.188,3.601
-0.598,0.04,-0.611,-6.348,5.493,-0.916
-0.603,0.133,-0.883,7.385,-14.038,-1.404
-0.642,0.012,-0.76,0.549,-10.254,-0.732
-0.626,0.003,-0.701,-4.944,4.7,-1.221
-0.643,0.019,-0.83,12.878,-18.982,-4.883
-0.63,0.018,-0.806,2.38,-0.793,-2.014
-0.593,0.015,-0.683,-12.939,-7.751,-4.7
-0.612,0.012,-0.77,-23.621,11.963,-9.46
-0.586,0.046,-0.738,-1.099,-3.601,-0.488
-0.588,0.048,-0.76,-3.296,-2.686,-2.686
-0.622,0.03,-0.679,-7.874,-15.442,-4.333
-0.682,0.022,-0.89,7.141,13.794,-0.854
-0.604,0.034,-0.658,-8.911,-13.428,-6.531
-0.686,0.018,-0.907,8.789,18.311,1.526
-0.618,0.059,-0.657,-12.39,-9.766,-3.54
-0.673,0.03,-0.931,5.737,28.198,5.31
-0.609,0.009,-0.651,-9.338,-11.169,-5.371
-0.709,0.023,-0.802,17.456,-15.625,-3.845
-0.693,-0.008,-0.957,11.108,24.841,1.831
-0.62,0.002,-0.66,-5.371,-12.39,-5.737
-0.632,0.022,-0.764,-2.625,19.348,3.601
-0.614,0.024,-0.75,2.136,-2.563,1.221
-0.633,0.028,-0.784,0.793,-1.282,-1.892
-0.63,0.031,-0.778,-0.671,-0.732,-1.587
-0.642,0.029,-0.748,2.808,1.343,-2.136
-0.679,0.012,-0.768,11.475,19.165,1.038
-0.63,0.025,-0.787,-1.038,-4.578,-2.014
-0.634,0.021,-0.786,2.014,-0.916,-1.587
-0.628,0.024,-0.787,0.061,-1.648,-1.831
-0.636,0.025,-0.748,6.165,-10.986,-1.038
-0.665,0.029,-0.831,0.977,7.324,1.526
-0.646,-0.026,-0.664,5.859,-3.113,1.16
-0.756,-0.055,-0.944,8.606,33.569,10.01
-0.627,-0.043,-0.685,-20.081,-58.838,-13.916
-0.63,-0.005,-0.756,-3.052,3.296,-0.732
-0.637,-0.001,-0.777,2.319,0.549,-2.869
-0.61,0.013,-0.873,12.268,-7.202,-8.362
-0.679,-0.016,-1.089,5.249,31.616,3.113
-0.642,-0.03,-0.776,0.671,3.967,-2.93
-0.707,0.004,-0.696,11.475,22.888,2.258
-0.618,-0.002,-0.748,-9.399,-7.019,-5.249
-0.64,0.017,-0.748,3.174,-1.892,-0.732
-0.612,0.006,-0.747,15.503,-10.193,-11.597
-0.679,-0.028,-0.819,3.296,9.033,0.183
-0.675,-0.059,-0.754,-2.38,-0.061,0.122
-0.726,-0.01,-0.855,23.987,6.348,-2.38
-0.61,-0.02,-0.724,-16.357,3.418,0.488
-0.638,0.001,-0.829,-11.047,7.141,-0.366
-0.631,-0.011,-0.705,2.747,-1.343,-2.136
-0.67,0.014,-0.716,2.869,-1.038,-0.916
-0.671,0.012,-0.759,2.197,1.221,-1.099
-0.683,0.035,-0.826,3.113,5.554,0.0
-0.708,0.021,-0.806,18.86,7.141,1.77
-0.653,-0.016,-0.737,-5.249,-5.798,-4.578
-0.661,-0.003,-0.677,2.38,7.812,-3.479
-0.646,0.01,-0.754,-1.831,9.399,0.122
-0.635,0.002,-0.762,-5.432,-10.254,-3.845
-0.722,-0.016,-0.726,9.766,7.874,-2.93
-0.656,-0.009,-0.754,-4.639,5.859,-1.465
-0.68,0.004,-0.869,6.592,9.827,-0.244
-0.595,0.029,-0.888,-12.756,-42.48,-5.249
-0.646,0.004,-0.719,-17.517,0.122,-5.798
-0.681,0.022,-0.803,11.841,8.301,2.991
-0.724,-0.004,-0.859,20.752,4.15,-1.282
-0.617,-0.011,-0.666,-2.014,-2.441,-1.343
-0.671,0.01,-0.734,-0.671,2.686,-0.427
-0.64,-0.018,-0.643,-24.902,-36.255,-6.714
-0.713,-0.013,-0.866,3.967,9.033,-4.089
-0.657,0.029,-0.685,-11.597,0.305,-4.517
-0.704,0.022,-0.887,30.457,23.804,5.859
-0.671,0.058,-0.796,9.338,20.508,-5.31
-0.656,0.008,-0.758,10.681,1.221,3.296
-0.619,0.031,-0.886,-48.462,-6.958,2.258
-0.656,0.013,-0.636,-25.269,-13.733,-10.925
-0.662,0.018,-0.754,3.479,-11.719,-3.296
-0.72,-0.003,-0.767,31.25,19.043,-0.854
-0.625,0.002,-0.659,-5.432,-17.517,-2.563
-0.651,0.028,-0.641,0.122,-2.197,0.916
-0.66,0.031,-0.701,0.793,2.686,0.61
-0.697,0.003,-0.9,23.315,15.381,4.761
-0.708,-0.103,-0.723,30.762,2.747,3.906
-0.728,-0.04,-0.942,7.263,21.851,3.235
-0.705,-0.055,-0.416,-22.766,-43.335,-10.376
-0.669,-0.041,-0.752,-2.014,-1.404,-2.319
-0.636,-0.026,-0.751,1.465,7.751,-2.808
-0.612,-0.025,-0.751,-7.202,11.108,-3.662
-0.669,0.052,-0.715,7.446,4.517,0.183
-0.615,0.033,-0.699,-0.916,-6.165,-3.601
-0.695,0.022,-0.804,5.432,1.343,-0.305
-0.67,0.001,-0.821,8.179,6.042,1.343
-0.727,0.023,-0.837,8.118,13.184,2.319
-0.664,0.028,-0.862,3.174,-15.32,-4.578
-0.644,0.004,-0.798,-0.854,6.226,-0.671
-0.623,0.018,-0.814,-12.817,-1.831,-3.113
-0.63,-0.012,-0.787,9.155,28.625,-5.554
-0.629,0.148,-1.05,27.588,-21.362,-0.916
-0.678,-0.027,-0.925,8.362,24.353,3.113
-0.677,-0.031,-0.789,-9.949,2.38,-4.883
-0.629,0.067,-0.675,-3.479,-0.671,0.244
-0.69,0.04,-0.758,2.625,6.47,-5.798
-0.638,0.027,-0.735,-0.916,-1.526,-3.296
-0.676,0.024,-0.758,24.658,-3.113,4.822
-0.611,0.005,-0.679,25.33,1.16,-3.662
-0.678,0.031,-0.951,-1.221,11.169,2.197
-0.651,0.108,-0.691,-14.526,-8.972,-5.432
-0.644,0.016,-0.779,-35.645,10.864,-1.465
-0.615,0.037,-0.78,-0.061,5.92,2.991
-0.619,0.029,-0.798,-0.916,-2.258,-2.075
-0.631,0.07,-0.692,-16.907,-5.676,-0.793
-0.649,0.031,-0.738,-7.446,0.244,2.625
-0.676,0.031,-0.885,10.864,8.24,-1.831
-0.638,0.033,-0.813,-5.066,2.686,-6.958
-0.645,0.037,-0.711,16.663,-18.066,7.141
-0.701,-0.031,-0.805,-0.122,4.883,-5.249
-0.714,0.015,-0.392,-38.757,-43.152,-14.648
-0.638,0.051,-0.767,2.625,6.042,1.77
-0.618,0.04,-0.754,2.747,-4.395,-1.343
-0.62,0.046,-0.674,-5.432,14.16,-4.944
-0.717,0.022,-0.913,3.235,24.231,0.488
-0.638,0.138,-0.94,-4.578,9.46,0.061
-0.673,0.026,-1.007,15.32,11.78,1.892
-0.673,-0.017,-0.849,9.46,19.348,0.671
-0.657,0.028,-0.866,-0.549,1.282,-3.357
-0.646,0.054,-0.637,-2.869,7.446,-8.057
-0.675,0.03,-0.771,3.479,13.672,2.502
-0.693,0.029,-0.868,11.841,9.827,1.953
-0.646,0.001,-0.711,-8.85,0.183,-7.202
-0.666,0.026,-0.725,-0.977,1.404,-0.732
-0.646,0.014,-0.777,0.61,0.488,-2.319
-0.718,0.029,-0.935,16.846,41.748,4.15
-0.664,0.019,-0.79,0.305,0.793,-1.16
-0.646,0.015,-0.78,-1.099,-1.038,-1.099
-0.652,0.017,-0.787,1.343,-0.366,-2.075
-0.654,0.026,-0.843,-15.869,-5.493,1.404
-0.658,0.019,-0.685,-2.197,3.601,-6.287
-0.615,0.051,-0.685,-7.935,10.132,-1.038
-0.618,0.069,-0.624,-10.864,-12.634,-4.211
-0.672,0.022,-0.794,9.766,21.851,3.174
-0.641,0.029,-0.782,-2.319,1.709,-1.648
-0.663,-0.001,-0.841,-15.503,14.648,0.183
-0.618,0.023,-0.746,-0.854,-2.197,-0.549
-0.638,0.017,-0.806,8.423,-6.653,-1.709
-0.689,0.006,-0.902,15.442,5.737,1.709
-0.636,0.01,-0.736,-3.845,-0.793,-0.854
-0.676,0.045,-0.745,8.911,-10.376,1.16
-0.683,0.019,-0.754,1.648,8.423,-2.747
-0.653,0.032,-0.7,-5.92,7.385,-1.892
-0.699,-0.031,-0.847,19.531,15.991,4.883
-0.699,0.042,-0.989,7.202,17.578,2.075
-0.688,0.015,-0.932,12.39,28.687,5.371
-0.655,0.028,-0.522,-13.062,-3.54,-5.798
-0.663,0.001,-0.83,-12.451,7.812,3.601
-0.66,0.004,-0.761,-11.963,8.911,-2.625
-0.666,0.058,-0.624,9.033,17.273,-3.235
-0.661,0.046,-0.812,-1.038,4.7,0.244
-0.633,0.019,-0.723,-4.761,0.854,-4.944
-0.63,0.054,-0.714,2.686,1.465,-2.075
-0.649,0.016,-0.781,4.089,-0.366,-1.038
-0.683,-0.05,-0.981,13.611,10.864,3.967
-0.669,-0.036,-0.636,-4.272,-5.005,-4.822
-0.689,-0.043,-0.927,10.803,17.273,1.038
-0.663,-0.042,-0.724,-0.671,9.216,-3.54
-0.698,0.032,-0.654,-9.644,14.954,7.629
-0.7,0.015,-0.893,40.527,21.545,11.536
-0.699,-0.011,-0.938,0.61,0.854,-2.075
-0.63,0.025,-0.728,8.484,11.353,-4.15
-0.663,0.072,-0.646,4.272,-9.46,-7.629
-0.64,0.026,-0.62,-13.794,-8.667,-2.136
-0.653,0.034,-0.749,-2.38,-34.79,10.925
-0.678,-0.02,-0.81,3.174,19.104,0.549
-0.662,-0.047,-0.727,-20.203,-12.329,-5.127
-0.616,0.023,-0.687,-36.682,-24.536,1.16
-0.683,-0.032,-1.041,22.095,27.771,3.418
-0.715,0.0,-0.962,23.621,32.227,1.526
-0.719,0.0,-1.033,28.503,41.931,10.132
-0.7,-0.074,-0.799,39.795,-5.31,-8.911
-0.713,-0.015,-0.837,18.86,23.193,4.517
-0.691,-0.039,-0.905,15.686,18.921,2.625
-0.71,-0.037,-0.914,10.376,34.607,7.629
-0.681,-0.049,-1.132,17.334,32.043,8.423
-0.716,-0.068,-1.063,16.541,17.578,0.183
-0.652,-0.015,-0.733,9.766,-61.462,-12.146
-0.706,-0.067,-0.532,-18.616,-3.113,-5.737
-0.657,-0.025,-0.714,-0.427,6.775,-1.221
-0.673,0.003,-0.63,-5.676,-0.549,-6.897
-0.65,0.015,-0.77,-9.216,13.977,2.075
-0.615,0.029,-0.745,-6.958,4.639,-4.761
-0.616,0.014,-0.775,0.305,3.052,-0.671
-0.65,0.005,-0.737,7.507,4.944,-6.348
-0.634,0.023,-0.78,1.282,-3.357,-1.526
-0.666,0.016,-0.952,3.357,17.334,0.183
-0.643,0.012,-0.766,-7.996,-5.188,-6.409
-0.64,0.036,-0.745,0.671,13.306,2.869
-0.65,0.023,-0.797,-3.601,-9.46,-8.301
-0.623,0.032,-0.742,10.437,3.479,1.831
-0.639,0.042,-0.935,-21.606,6.042,2.747
-0.66,-0.001,-0.745,6.409,9.338,-3.906
-0.613,0.062,-0.653,-19.043,5.005,-5.798
-0.662,0.049,-0.713,-2.686,6.042,-0.977
-0.723,-0.001,-0.923,7.935,34.058,5.737
-0.654,-0.012,-0.795,-3.235,2.869,-1.099
-0.664,0.012,-0.792,-0.366,1.953,0.671
-0.606,0.038,-0.889,3.723,-1.648,7.935
-0.603,0.05,-0.793,-1.038,-18.066,-1.709
-0.623,0.008,-0.738,-14.099,-71.167,-13.123
-0.64,-0.014,-0.772,6.775,2.869,1.282
-0.69,-0.027,-0.801,9.094,25.33,2.991
-0.648,-0.004,-0.759,-16.846,-0.305,-3.54
-0.65,0.055,-0.789,-6.958,10.376,0.305
-0.731,0.021,-0.875,18.982,-0.549,-2.136
-0.636,0.05,-0.864,-10.315,16.052,4.578
-0.634,-0.004,-0.652,-9.033,-1.221,-1.709
-0.625,0.029,-0.734,5.798,2.136,1.038
-0.64,0.016,-0.709,4.883,4.395,-4.089
-0.636,0.011,-0.797,4.822,-0.122,-1.77
-0.679,-0.009,-1.009,27.588,47.18,9.277
-0.626,-0.055,-0.72,9.216,0.244,-2.869
-0.583,-0.01,-0.634,-26.794,-13.184,-2.686
-0.664,-0.058,-1.014,17.212,27.832,4.089
-0.689,-0.061,-0.688,5.005,3.601,-0.671
-0.624,0.014,-0.63,-14.16,-6.104,-7.141
-0.644,0.045,-0.89,0.977,-18.677,-4.761
-0.629,-0.022,-0.758,-6.47,1.404,-2.747
-0.634,-0.004,-0.79,8.484,-1.038,-2.075
-0.641,-0.03,-0.769,5.798,0.366,-1.282
-0.642,-0.034,-0.739,-2.686,-0.122,-2.38
-0.643,0.009,-0.578,-7.874,-4.089,-5.005
-0.668,-0.02,-0.79,12.573,8.667,-0.488
-0.722,-0.039,-0.935,14.343,14.221,2.258
-0.641,-0.029,-0.809,-3.723,-3.662,-1.587
-0.651,-0.038,-0.902,1.038,17.09,1.099
-0.633,-0.024,-0.791,-1.404,5.859,-1.953
-0.653,-0.007,-0.766,4.089,-10.376,-2.747
-0.621,-0.01,-0.778,9.216,-8.179,-8.301
-0.679,-0.032,-0.778,-8.606,10.803,2.075
-0.677,-0.059,-0.286,-49.377,-55.115,-14.709
-0.685,0.014,-0.886,-4.639,6.409,5.066
-0.726,-0.031,-0.79,11.658,-3.479,-3.357
-0.663,0.0,-0.762,0.61,6.47,-0.061
-0.649,0.001,-0.777,-5.859,-0.793,-1.465
-0.631,-0.012,-0.719,1.16,-1.587,-0.732
-0.63,0.02,-0.854,1.831,-0.122,-2.136
-0.64,-0.024,-0.801,-5.005,12.817,-1.465
-0.618,0.005,-0.67,4.395,-3.845,1.587
-0.632,0.055,-1.012,-1.526,2.869,1.77
-0.632,-0.04,-0.717,-12.756,0.122,-3.113
-0.628,-0.003,-0.761,2.625,-0.671,-1.587
-0.634,0.008,-0.796,7.935,-0.244,0.183
-0.604,-0.007,-0.88,4.272,-12.451,3.235
-0.672,0.009,-1.007,-7.568,28.137,4.456
-0.587,-0.065,-0.65,-7.69,-41.687,-9.094
-0.666,-0.018,-0.763,4.395,3.357,-0.977
-0.621,0.006,-0.714,0.122,3.357,-1.709
-0.648,-0.007,-0.698,10.864,-10.803,5.249
-0.646,-0.068,-0.62,-41.199,-97.839,-23.499
-0.655,-0.033,-0.778,5.127,1.343,-0.122
-0.66,0.002,-0.93,9.033,-13.733,-4.456
-0.633,-0.032,-0.77,-7.324,1.831,-4.272
-0.639,0.006,-0.784,-14.832,-3.967,-5.005
-0.667,0.09,-0.737,-6.592,3.479,1.953
-0.648,0.029,-0.806,5.798,7.324,3.479
-0.634,0.018,-0.77,5.432,-3.479,-2.563
-0.641,0.094,-0.846,-7.08,3.052,1.587
-0.627,0.038,-0.765,20.447,8.85,6.714
-0.675,-0.105,-0.777,33.264,-3.357,11.963
-0.667,0.044,-0.971,4.272,15.991,4.028
-0.649,0.003,-0.714,12.329,-4.761,-2.38
-0.637,0.038,-0.967,-2.625,46.204,8.24
-0.64,-0.013,-1.024,7.507,25.757,5.493
-0.63,-0.006,-0.798,-0.244,-2.319,-1.648
-0.633,0.003,-0.756,5.981,-4.395,-2.319
-0.686,-0.043,-0.761,12.268,9.216,4.15
-0.671,-0.071,-0.675,24.353,-6.409,-3.113
-0.665,-0.022,-0.828,8.667,-5.981,-2.808
-0.66,-0.022,-0.661,-1.038,13.123,-3.906
-0.603,0.002,-0.696,-14.954,-48.401,-12.146
-0.63,-0.013,-0.805,6.042,0.061,-1.526
-0.662,0.001,-0.984,12.39,18.188,3.174
-0.667,-0.028,-0.774,1.648,-5.92,-7.629
-0.631,0.044,-0.729,-2.502,10.864,-1.221
-0.627,0.012,-0.742,-10.193,-8.057,-2.258
-0.624,0.005,-0.733,-8.057,14.832,-0.916
-0.602,-0.007,-0.749,15.747,2.197,-3.479
-0.687,-0.032,-0.75,11.047,9.399,-0.793
-0.702,-0.039,-0.819,13.489,25.696,1.465
-0.632,-0.019,-0.706,1.099,-4.822,-4.578
-0.629,0.014,-0.703,-3.784,-12.695,-6.531
-0.622,0.022,-0.729,-19.226,12.329,-6.531
-0.627,0.007,-0.638,-13.794,-2.747,-9.644
-0.641,-0.036,-0.913,4.639,17.09,2.38
-0.583,0.085,-0.922,6.531,-45.227,-10.254
-0.681,-0.046,-0.478,-10.559,-29.175,-6.714
-0.622,-0.013,-0.785,2.808,0.549,-1.221
-0.638,0.02,-0.68,-11.719,0.61,-3.113
-0.649,0.012,-0.9,-7.629,2.686,2.991
-0.699,-0.04,-0.703,5.371,-2.38,-5.249
-0.662,0.01,-0.726,-8.179,18.555,-0.427
-0.637,0.029,-0.743,2.136,-3.174,-1.404
-0.705,0.004,-0.861,10.01,40.527,8.911
-0.669,-0.037,-0.723,4.578,19.348,-3.296
-0.633,-0.013,-0.686,-14.587,-4.578,-5.859
-0.634,0.005,-0.66,4.944,-10.01,-3.845
-0.67,0.015,-0.657,5.371,23.193,-1.099
-0.663,-0.004,-0.939,18.433,29.785,6.836
-0.639,-0.023,-0.807,3.174,4.272,-1.648
-0.686,-0.065,-0.85,-1.099,27.1,8.118
-0.634,-0.067,-0.721,14.16,-12.207,-6.531
-0.662,-0.029,-0.832,-7.751,0.122,3.235
-0.653,-0.049,-0.718,4.089,-7.69,-2.93
-0.658,-0.03,-0.699,-6.714,2.38,-0.977
-0.614,0.04,-0.661,-18.921,-5.371,-5.493
-0.695,0.068,-0.447,-15.137,-22.4,-0.305
-0.648,0.085,-0.991,3.845,-26.306,3.235
-0.695,-0.058,-0.87,6.348,-63.232,-16.479
-0.645,0.008,-0.781,-6.226,3.357,-8.972
-0.645,-0.035,-0.785,0.854,14.099,0.977
-0.622,-0.005,-0.813,3.967,-0.061,-0.305
-0.646,-0.007,-0.685,1.831,11.719,-5.249
-0.568,0.05,-1.01,-45.471,9.827,-2.075
-0.625,-0.004,-1.135,-4.578,42.236,4.944
-0.556,0.019,-0.976,-5.249,28.198,-1.648
-0.61,-0.01,-0.759,-4.7,-5.554,-4.333
-0.621,0.006,-0.649,17.883,0.061,4.822
-0.611,-0.01,-0.812,11.414,-6.531,1.709
-0.618,0.007,-0.816,0.0,-2.075,-2.686
-0.66,0.059,-0.769,2.258,13.123,0.122
-0.645,-0.044,-0.444,-1.77,-15.686,-3.052
-0.647,-0.007,-0.808,6.714,-6.287,-1.77
-0.7,0.031,-0.835,9.521,5.615,1.404
-0.648,-0.021,-0.797,-4.395,1.831,-1.526
-0.64,0.0,-0.702,-4.028,-4.028,-0.427
-0.66,0.039,-0.698,-13.733,-8.606,0.183
-0.654,0.0,-0.795,4.456,1.831,-0.854
-0.643,0.003,-0.723,7.629,-3.235,1.16
-0.713,-0.012,-0.902,10.681,17.334,3.723
-0.656,0.04,-0.83,-3.418,11.536,-0.183
-0.628,-0.027,-0.663,-2.869,-28.748,-11.475
-0.648,-0.014,-0.776,7.019,0.671,-1.77
-0.649,-0.024,-0.77,0.488,2.075,-0.732
-0.651,-0.018,-0.777,5.859,1.465,-1.465
-0.642,-0.022,-0.761,1.526,-2.808,-1.587
-0.65,-0.02,-0.769,-1.465,0.183,-0.671
-0.649,-0.014,-0.773,0.488,-0.488,-0.793
-0.639,-0.025,-0.757,-18.005,-3.845,1.099
-0.647,-0.033,-0.8,-20.691,-3.906,-0.488
-0.63,-0.026,-0.979,-0.671,14.954,3.784
-0.671,-0.018,-0.838,16.418,27.344,4.7
-0.645,-0.008,-0.808,-6.165,5.493,-0.793
-0.644,0.001,-0.766,-0.793,-1.77,-1.77
-0.649,0.022,-0.765,-5.066,-1.038,-1.648
-0.656,0.028,-0.792,1.038,-1.465,-2.197
-0.662,0.019,-0.757,6.348,-1.587,-2.319
-0.614,-0.009,-0.729,-7.812,18.066,-3.967
-0.691,-0.017,-0.858,4.456,-2.502,-3.174
-0.763,-0.039,-0.757,9.46,31.677,6.531
-0.656,0.004,-0.84,-5.249,11.23,2.625
-0.66,-0.007,-0.814,6.714,0.977,0.488
-0.677,0.011,-0.739,0.122,6.836,0.122
-0.675,0.032,-0.867,-16.602,5.92,-2.258
-0.677,0.026,-0.781,-12.024,33.691,15.808
-0.649,0.054,-0.784,7.08,6.47,4.211
-0.672,0.038,-0.852,5.066,26.733,5.859
-0.689,0.011,-0.92,-10.132,0.549,-0.244
-0.655,0.027,-0.728,-0.61,4.272,2.258
-0.641,0.033,-0.792,-0.366,-3.113,-1.831
-0.709,0.017,-0.887,9.888,23.193,8.606
-0.671,-0.045,-0.704,10.803,-12.329,-9.46
-0.583,-0.071,-0.585,27.222,-17.944,-11.047
-0.655,-0.028,-0.689,3.784,-1.587,-1.953
-0.662,-0.025,-0.75,1.343,-4.822,-1.831
-0.682,-0.074,-0.739,20.813,4.944,-3.113
-0.687,-0.059,-0.714,8.911,-5.31,1.038
-0.691,-0.03,-0.576,-50.476,-0.427,-2.258
-0.675,-0.034,-0.801,-17.456,5.615,4.395
-0.694,-0.017,-0.805,-9.277,8.057,-1.831
-0.578,-0.083,-0.472,9.583,-12.268,-8.606
-0.755,-0.009,-0.713,-5.798,23.254,10.376
-0.695,0.081,-1.004,15.625,2.808,3.418
-0.609,-0.033,-0.541,-36.194,-12.085,0.977
-0.651,-0.018,-0.764,3.906,-4.15,-1.587
-0.637,-0.081,-0.575,25.269,-20.508,-8.301
-0.683,0.003,-0.818,0.122,-2.869,0.488
-0.722,-0.007,-0.648,1.648,-7.263,3.662
-0.747,0.031,-0.901,-3.418,34.79,11.169
-0.63,0.066,-0.701,11.902,-34.363,-17.09
-0.675,-0.032,-0.712,-16.174,4.639,-4.089
-0.672,-0.024,-0.724,0.305,-1.343,-1.221
-0.673,-0.034,-0.717,6.958,-5.554,0.122
-0.731,-0.041,-0.672,8.118,0.916,-1.16
-0.726,-0.084,-0.611,17.944,-6.287,11.353
-0.727,-0.023,-0.778,-2.014,20.63,5.676
-0.676,-0.009,-0.703,-5.066,1.709,-3.662
-0.699,-0.015,-0.627,6.042,-5.127,-3.052
-0.651,-0.015,-0.719,9.216,-13.184,-8.606
-0.693,-0.078,-0.572,10.681,-10.742,-1.343
-0.696,-0.006,-0.766,5.493,10.437,2.93
-0.691,0.015,-0.811,3.357,-6.653,-3.479
-0.677,-0.027,-0.787,11.536,-0.427,-1.648
-0.678,0.004,-0.736,7.568,-7.019,-5.737
-0.652,0.007,-0.731,1.099,-4.395,-6.531
-0.671,0.01,-0.571,-32.41,-8.606,-3.052
-0.676,0.039,-0.846,-3.052,3.967,-1.831
-0.7,-0.041,-0.763,10.071,-0.061,-12.085
-0.605,0.018,-0.669,-7.324,-7.568,-2.38
-0.706,0.031,-0.885,4.7,3.296,0.549
-0.693,-0.003,-0.706,2.075,-4.272,-2.075
-0.719,0.029,-0.916,-5.188,50.598,14.771
-0.714,0.03,-0.955,12.268,43.945,14.282
-0.666,0.017,-0.9,18.372,21.851,12.634
-0.648,0.132,-0.849,-1.831,-14.954,-8.972
-0.669,0.032,-0.689,-9.094,-49.194,-21.118
-0.638,0.046,-0.684,14.099,10.193,-1.282
-0.622,0.033,-0.649,-0.305,-9.888,-8.301
-0.644,0.018,-0.632,2.93,-26.001,-6.042
-0.734,-0.103,-0.524,36.255,-15.503,8.972
-0.663,0.047,-0.805,10.498,-8.972,-6.897
-0.622,0.062,-0.866,-20.813,3.357,-2.136
-0.622,0.06,-0.834,-27.649,-6.47,-4.028
-0.614,-0.131,-0.585,3.113,-50.903,-26.917
-0.748,-0.111,-0.977,16.602,-4.15,2.38
-0.785,-0.016,-0.721,13.123,25.146,33.691
-0.679,0.024,-0.813,-24.231,9.277,9.521
-0.632,0.048,-0.74,12.878,20.874,0.916
